标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,285,空,,,,黑屏,,,,CG渐入+自动转场,,,,,,,
,286,,,,,,「第三幕」,,,内容渐入+自动播放1秒+内容渐出+音效淡出,,,,,,,
,287,场景-活动室,,,,空,组员集齐后，你们申请了一间活动室，午休间和放学后固定在那排练和讨论。,,,,,,,,,,
,288,,旁白,,,,由于主演被你内定，剩下的组员在得知只能客串一些小配角后，积极性明显比刚找你报名时下降不少。,,,,,,,,,,
,289,,,,,,她们对小平饰演另一位女主角一事颇有微词，但碍于你在场，只得扯着脸假笑，那样子倒是挺滑稽。,,,,,,,,,,
,290,,,,,,剧本敲定后，小平逐渐开始安排大家的工作，在使唤别人做事上越来越得心应手。,,,,,,,,,,
,291,,,,,,随着校庆日临近，时间越来越紧张，一些人逐渐露出真面目，态度也愈加不客气起来。,,,,,,,,,,
,292,,,,,,比如现在。,,,,,,,,,,
,293,,,,姜韶平-学生-说话,,Sylvia，等等，刚才那句台词不太对。,,,,,,,,,,
,294,,姜韶平,,空,,排练途中，小平忽然打断正忘情给自己加戏的女生。,,,正立绘渐入,,,,,,,
,295,,旁白,,,,在去年的校庆表演上，Sylvia是你的搭档，她来自某地产家族，是一位热衷享受众星捧月的大小姐。,,,,,,,,,,
,296,,,,,,虽然她平时有些聒噪，但和你关系还不错。,,,,,,,,,,
,297,,,,姜韶平-学生-思考,,台本里的这句应该是……,,,,,,,,,,
,298,,姜韶平,,姜韶平-学生-思考+Sylvia-不耐烦,,……你能告诉我导演是谁吗？,,,正立绘渐入,,,,,,,
,299,,Sylvia,,姜韶平-学生-惊讶+Sylvia-不耐烦,,欸……导演是Mia。,,,正立绘移右+新立绘左渐入,,,,,,,
,300,,姜韶平,,姜韶平-学生-惊讶+Sylvia-生气,,哦，所以你不是导演，那可以请你不要打断我的表演吗？,,,音乐渐入,,,,,,,气氛危险钢琴
,301,,Sylvia,,姜韶平-学生-惊讶+Sylvia-讥讽,,而且原作这里的台词很好呀，作为演员我总该有点即兴发挥的空间吧？,,,,,,,,,,
,302,,,,,,而且原作这里的台词很好呀，作为演员我总该有点即兴发挥的空间吧？对吧，导演？,,,,,,,,,,
,303,,,,空,CG-活动室排练2小平抬头,我改编了剧本，所以……刚才那句原台词和现有的故事冲突了。,,,镜头渐变特写0,,,,,,,
,304,,姜韶平,,,,嗯，我觉得没什么问题。,,,CG渐入,,,,,,,
,305,,Mia,,,,而且，Miss姜，请你不要随便打断表演，只有导演才有权叫停。,,,,,,,,,,
,306,,,,,CG-活动室排练1小平低头,……,,,,,,,,,,
,307,,姜韶平,,空,CG-活动室排练4夏伦,等下，Sylvia。,,,CG渐入,,,,,,,
,308,,夏伦,,,,你说要即兴发挥，直接用原作的台词可不叫什么即兴吧。,,,CG渐入,,,,,,,
,309,,,,,,要不你现场讲一句原创的？,,,,,,,,,,
,310,,,空,,CG-活动室排练5金毛吃瘪,我、我……呃……,,,,,,,,,,
,311,,Sylvia,,,,…………呃……,,,CG渐入,,,,,,,
,312,,,,,,既然即兴不出来，咱就还是乖乖按台本来？,,,,,,,,,,
,313,,夏伦,,,,Mia，重新从第二幕开头来过吧。,,,,,,,,,,
,314,,,,,,呃，好、好……大家从头来过！,,,,,,,,,,
,315,,Mia,,,空,Mia响亮地拍了拍手，演员们重新退到活动室两侧。,,,,,,,,,,
,316,,旁白,,姜韶平-学生-苦恼,,小平站在你身旁，第二幕有舞蹈演出，你们要一起上台。,,拍手,,,,,,,,
,317,,,,,,……谢谢。,,,正立绘渐入,,,,,,,
,318,,姜韶平,,空,,你拍了拍她消瘦的肩膀。,,,,,,,,,,
,319,,旁白,,,,排练再开时，你听到身后有人小声嘀咕了一句。,,,,,,,,,,
,320,,,,,,哼，such a villain is a guest（贱种也成座上宾）。,,,,,,,,,,
,321,,Sylvia,,,空,,,,,,,,,,,
,322,,空,,,空,学校为鼓励学生们的自主性，一场演出从场景布置到服装，都要求得学生亲自动手。,,,CG渐入+自动转场,,,,,,,
,323,,旁白,,,,对于爱出风头的女孩们来说，除了可以对着所有人指指点点的导演和登台的演员外，其他工作都属于“杂活”的范畴，基本没多少人愿意做。,,,,,,,,,,
,324,,,,,,Sylvia和拿到配角的同学戏份不多，自然也被分配了一些手工活。这令本就无法出风头的她们更为光火，经常在活动室围着桌子边做边说笑，进度像捣乱一样慢。,,,,,,,,,,
,325,,,,姜韶平-学生-说话,,那个……Sylvia，请问戏服做好了吗？,,,,,,,,,,
,326,,姜韶平,,,,还有几天就是校庆日了，唯独小平的戏服还迟迟没有做好。,,,正立绘渐入,,,,,,,
,327,,旁白,,,,本来在和其他人说笑的Sylvia迅速变脸，撒气般丢掉手中的剪刀。,,,,,,,,,,
,328,,,,姜韶平-学生-平淡+Sylvia-不耐烦,,这不是正在做？你没看到吗？,,,,,,,,,,
,329,,Sylvia,,姜韶平-学生-说话+Sylvia-不耐烦,,我看到了。,,,正立绘移右+新立绘左渐入,,,,,,,
,330,,姜韶平,,,,因为原定是周五就可以做好，今天已经周一了，所以……,,,,,,,,,,
,331,,,,姜韶平-学生-平淡+Sylvia-生气,,天呐，我们周末都有自己的事情好吗？,,,,,,,,,,
,332,,Sylvia,,,,你以为我们是你家的裁缝啊。,,,,,,,,,,
,333,,,,姜韶平-学生-坚定+Sylvia-生气,,……我不会这样认为，因为你们不是为我在做这件衣服。,,,,,,,,,,
,334,,姜韶平,,,,是为我们的表演在做。,,,,,,,,,,
,335,,,,,,……“我们”，,,,,,,,,,,
,336,,Sylvia,,,,……“我们”，的表演？,,,,,,,,,,
,337,,,,姜韶平-学生-坚定+Sylvia-讥讽,,呵，是“你”的表演吧。,,,,,,,,,,
,338,,,,,,你自己改剧本，舞跳那么差还要担任主役，写一堆大家背都背不下来的台词，把风头都抢光，还好意思在这说“我们”？,,,,,,,,,,
,339,,,夏伦-学生-冷漠,,,Sylvia。,,,,,,,,,,
,340,,夏伦,,,,是我邀请她的。,,,,,,,,,,
,341,,,空,姜韶平-学生-坚定+Sylvia-不屑,,……啧。,,,,,,,,,,
,342,,Sylvia,,空,,Sylvia欲言又止，埋头继续裁剪手中的布料，不再说话。,,,,,,,,,,
,343,,旁白,,,,小平退到演员桌来，这边也在做一些纸板模型。,,,,,,,,,,
,344,,,,,,气氛变得凝重，房间里只有裁纸刀和马克笔划过桌面的沙沙声。,,马克笔+剪刀剪纸,,,,,,,,
,345,,,,Sylvia-默认,,做完了~,,,,,,,,,,
,346,,Sylvia,,Mia-默认+Sylvia-默认,,哈哈哈哈！你做的这是什么啊，怎么跟张窗帘似的。,,,正立绘渐入+音效中止,,,,,,,
,347,,Mia,,,,Sylvia用两只手提起一匹布料，只有上方和两侧的空洞能勉强看出是一件裙子。,,,正立绘移左+新立绘右渐入,,,,,,,
,348,,旁白,,,,那又怎样，学生舞台还讲究什么戏服，披个窗帘也够了。,,,,,,,,,,
,349,,Sylvia,,姜韶平-学生-说话+Sylvia-默认,,呃……我觉得腰身的部分可以再窄一些，然后装饰也需要加上。,,,,,,,,,,
,350,,姜韶平,,,,她居然在认真给意见。,,,,,,,,,,
,351,,旁白,,姜韶平-学生-平淡+Sylvia-不耐烦,,能别让我改了吗？我没这么多闲工夫搞这些。,,,,,,,,,,
,352,,Sylvia,,姜韶平-学生-说话+Sylvia-不耐烦,,那你给我吧，我来改。,,,,,,,,,,
,353,,姜韶平,,,,说罢，她真的走到Sylvia旁边准备拿走那件衣服。,,,,,,,,,,
,354,,旁白,,姜韶平-学生-平淡+Sylvia-不耐烦,,别、别碰！谁允许你擅自改我做的东西了。,,,,,,,,,,
,355,,Sylvia,,空,,Sylvia护住桌子，不让小平碰衣服，骂骂咧咧地继续改。,,,,,,,,,,
,356,,旁白,,Sylvia-不耐烦,,就20分钟的戏也这么多要求，这次校庆不就是做做样子给理事会看的吗？,,,,,,,,,,
,357,,Sylvia,,Mia-默认+Sylvia-不耐烦,,不至于不至于。,,,正立绘渐入,,,,,,,
,358,,Mia,,,,我听说这次周年庆连隔壁修道院的院长都会出席呢。,,,正立绘移左+新立绘右渐入,,,,,,,
,359,,,,Mia-默认+Sylvia-讥讽,,哦嚯~怪不得呢……,,,,,,,,,,
,360,,Sylvia,,,,你察觉到小平的肩在校服下绷紧了。,,,,,,,,,,
,361,,旁白,,Mia-默认+Sylvia-不屑,,Sylvia不怀好意地瞄了眼小平，这段时间积压的不满全都用恶意释放了出来。,,,,,,,,,,
,362,,,,Mia-默认+Sylvia-讥讽,,有些人这么上心，原来都是为了表现给“妈妈”看呀。,,,,,,,,,,
,363,,Sylvia,,,,……,,,,,,,,,,
,364,,姜韶平,,,,还有这层关系呢？真假的。,,,,,,,,,,
,365,,Mia,,,,Mia欲盖弥彰地压低声音，凑近Sylvia。,,,,,,,,,,
,366,,旁白,,,,不然你以为。没点关系能进来这儿上学？,,,,,,,,,,
,367,,Sylvia,,,,可我听说修道院的人不是没法出去吗？,,,,,,,,,,
,368,,Mia,,姜韶平-学生-黑脸+Sylvia-讥讽,,……能开始工作了吗？,,,,,,,,,,
,369,,姜韶平,,,,小平侧身站着，声音很小。你看不全她的脸。,,,,,,,,,,
,370,,旁白,,姜韶平-学生-黑脸+Sylvia-不耐烦,,你烦不烦啊。,,,,,,,,,,
,371,,Sylvia,,,,就一个破校庆表演，能别当什么正经活来看行吗？,,,,,,,,,,
,372,,,,,,你要这么想表现，毕业了和你Mommy关一起天天演给她看呗。,,,,,,,,,,
,373,,,,,,这个蠢货。,,,,,,,,,,
,374,,旁白,,空,CG-活动室圆桌,你刚想起身，小平已经走回Sylvia身后，你看到她手中握着把露出一截的裁纸刀。,,,,,,,,,,
,375,,,,,,你想干嘛？,,,CG渐入,,,,,,,
,376,,Sylvia,,,,跟你说别碰我的衣——,,,,,,,,,,
,377,,,,,,,,裁纸刀,,,,,,,,
,378,,空,,,CG-活动室小平发怒,裁纸刀稳稳地插在Sylvia面前的桌子上，,,咚,画面抖动一下+音乐淡出,,,,,,,
,379,,旁白,,,,裁纸刀稳稳地插在Sylvia面前的桌子上，随后开始朝着她的手靠近。,,,镜头偏移焦点2+镜头渐变特写100+镜头缓慢缩小+CG渐入,,,,,,,
,380,,,,,,桌面上留下一道又浅又窄的轨迹，纯白的布料像皮肤般被轻易划开，暴露出底下暗红的桌体。,,划拉声,,,,,,,,
,381,,,,,,Sylvia呆滞了好一会，惊觉自己放在桌面上的左手已经被另一只手从后方死死压住。,,,,,,,,,,
,382,,,,,,她整个人都被罩住了。,,,,,,,,,,
,383,,Sylvia,,,,等、等等——你，,,,,,,,,,,
,384,,,,,,等、等等——你，啊啊、啊——,,,,,,,,,,
,385,,,,,,Sylvia开始尖叫，挣扎，旁观者竟无一人上前。,,,,,,,,,,
,386,,,,,,你也只是看着。,,,,,,,,,,
,387,,,,,,她的身体竭尽往后缩，两眼死盯着那刀一点点逼近。,,,,,,,,,,
,388,,,,,,在指节几乎都能感受到到金属刃传来的寒意时，刀停下了。,,,,,,,,,,
,389,,姜韶平,,,,所以。,,,镜头偏移50+镜头渐变特写0+镜头放大停止+音效淡出,,,,,,,
,390,,,,,,能开始工作了吗？,,,,,,,,,,
,391,,旁白,,,,Sylvia只是哭。,,,,,,,,,,
,392,,Mia,,,,喂！！你疯了吗？！,,,,,,,,,,
,393,,旁白,,,空,良久才有人反应过来，坐在桌对面的Mia这才冲上前来，一把推开了小平。,,咚,画面抖动一下,,,,,,,
,394,,Mia,,Mia-默认,,你没事吧？！,,,正立绘渐入,,,,,,,
,395,,Sylvia,,Mia-默认+Sylvia-吓哭,空,呜呜……呜呜呜呜……,,,正立绘移右+新立绘左渐入,,,,,,,
,396,,Mia,,,,疯子……,,,,,,,,,,
,397,,,,,,你就是个疯子！,,,,,,,,,,
,398,,旁白,,,,她瞪向小平，满眼都是恐惧。,,,,,,,,,,
,399,,,,空,,Mia搀扶着Sylvia匆匆离开了。,,,左渐出+右渐出,,,,,,,
,400,,,,姜韶平-学生-无高光,,小平将刀放在桌上，你注意到刀柄和刀刃交接的地方有些血迹。,,,正立绘渐入,,,,,,,
,401,,,,,,她像什么也没发生过似地，对着那被破坏的衣服摇头惋惜。,,,,,,,,,,
,402,,姜韶平,,姜韶平-学生-无高光-说话,,可惜了，这么好的布料。,,,,,,,,,,
,403,,旁白,,空,,有什么东西正在你眼前瓦解。,,,,,,,,,,
,404,,,,,,你看着她，忽然感到一直以来围绕在自己身旁的某种边界被打破了。,,,,,,,,,,
,405,,,,,,道德、礼仪、规训，愤怒、自私、忮忌，阶层、权势、门第，,,,,,,,,,,
,406,,,,,,道德、礼仪、规训，愤怒、自私、忮忌，阶层、权势、门第，世俗的，超越的，一切的一切都搅在了一起，相互渗透，一同崩塌，混乱而迷人。,,,,,,,,,,
,407,,,,,,在这之后的好多年，你都没再有过这般充盈的体验。,,,,,,,,,,
,408,,,,,,你几乎快忘记了。,,,,,,,,,,
,409,,夏伦,夏伦-学生-强忍兴奋,,,小平。,,,,,,,,,,
,410,,旁白,空,,,你压下有些发抖的声音。,,,,,,,,,,
,411,,姜韶平,,姜韶平-学生-平淡,,嗯？,,,正立绘渐入,,,,,,,
,412,,夏伦,夏伦-学生-强忍兴奋,,,……你流血了。,,,,,,,,,,
,413,,姜韶平,空,姜韶平-学生-说话,,啊，真的，我都没注意。,,,,,,,,,,
,414,,旁白,,空,,她把手举到面前，掌心边缘处有条鲜红的口子。,,,,,,,,,,
,415,,,,,,活动室有急救箱，你简单为她包扎了下伤口。,,,,,,,,,,
,416,,,,,,她的左手平静地在纱布上摩挲，仿佛刚才的一切全然是幻觉。,,,,,,,,,,
,417,,姜韶平,,姜韶平-学生-默认,,谢谢你，小夏。,,,正立绘渐入,,,,,,,
,418,,,,姜韶平-学生-平淡,,嗯……,,,,,,,,,,
,419,,,,姜韶平-学生-委屈,,……对不起。,,,,,,,,,,
,420,,夏伦,夏伦-学生-闭眼,,,你是为破坏了戏服道歉，还是为吓走两个组员道歉？,,,,,,,,,,
,421,,姜韶平,空,,,呃……都。,,,,,,,,,,
,422,,,,,,……还有发脾气这点。,,,,,,,,,,
,423,,,,姜韶平-学生-叹气,,……还有发脾气这点。抱歉，我应该更成熟地处理这件事的。,,,,,,,,,,
,424,,旁白,,,,她管这叫“发脾气”？,,,,,,,,,,
,425,,夏伦,夏伦-学生-平淡,,,你不担心她们告诉Sister吗？,,,,,,,,,,
,426,,姜韶平,空,姜韶平-学生-疑问,,她们会吗？,,,,,,,,,,
,427,,夏伦,夏伦-学生-大笑,,,哈哈哈。,,,,,,,,,,
,428,,,夏伦-学生-闭眼笑,,,放心，她们不会的。,,,,,,,,,,
,429,,,夏伦-学生-默认,,,我也不会。,,,,,,,,,,
,430,,,,,,我也不会。这样我们就扯平了。,,,,,,,,,,
,431,,姜韶平,空,姜韶平-学生-强颜欢笑,,嗯……谢谢你。,,,,,,,,,,
,432,,,空,姜韶平-学生-叹气,,唉，本来想着如果Sylvia想的话可以替我上场，我去做衣服的……,,,,,,,,,,
,433,,夏伦,夏伦-学生-开朗,,,哈、没想到你还打着这种算盘呢。,,,,,,,,,,
,434,,,夏伦-学生-默认,,,不过按照Sylvia的脾性，她应该是不会再回来了。,,,,,,,,,,
,435,,姜韶平,空,,,可戏服现在重新做也来不及了……,,,,,,,,,,
,436,,旁白,,空,,她垂下头，余光瞥见窗户挂在两边的东西。,,,,,,,,,,
,437,,,,,,她垂下头，余光瞥见窗户挂在两边的东西。她忽然走到窗边，扯开窗帘的一角，透进来一点橙色的光。,,拉窗帘,,,,,,,,
,438,,姜韶平,,姜韶平-学生-思考,,也许Sylvia说得没错，这里倒是有现成的布料……,,,正立绘渐入,,,,,,,
,439,,,,,,外侧的厚料可以做披肩……里侧这层白纱稍微改改能做成袍子。,,,,,,,,,,
,440,,夏伦,夏伦-学生-疑问,,,你认真的……？,,,,,,,,,,
,441,,,,,,我可以今天回家就让人买现成的送来。,,,,,,,,,,
,442,,姜韶平,空,姜韶平-学生-坚定,,不，我还是想自己做。,,,,,,,,,,
,443,,,,姜韶平-学生-疑问,,或许……我可以试着把剧本背景改成古希腊？,,,,,,,,,,
,444,,,,姜韶平-学生-默认,,或许……我可以试着把剧本背景改成古希腊？这样就可以穿袍子了。,,,,,,,,,,
,445,,夏伦,夏伦-学生-憋笑,,,……,,,,,,,,,,
,446,,姜韶平,空,姜韶平-学生-认命,,……想笑就笑吧。,,,,,,,,,,
,447,,夏伦,夏伦-学生-闭眼笑,,,等做出来了再笑也不迟。,,,,,,,,,,
,448,,,夏伦-学生-默认,,,不过直接拆活动室的窗帘，你是真不怕被Sister发现？,,,,,,,,,,
,449,,姜韶平,空,姜韶平-学生-平淡,,我们不是有活动室的钥匙吗？,,,,,,,,,,
,450,,,,,,在校庆结束前，把这间房门锁上就行了。,,,,,,,,,,
,451,,夏伦,夏伦-学生-大笑,,,哈哈哈！,,,,,,,,,,
,452,,,夏伦-学生-开朗,,,哈哈哈！小平啊小平，你应该是这所校风优良的百年老校里最坏的学生了。,,,,,,,,,,
,453,,姜韶平,空,姜韶平-学生-默认,,说不定呢。毕竟也在这呆了十几年了。,,,,,,,,,,
,454,,空,,空,CG-夕阳,你们一同拆下半边窗帘，夕阳一下溢满整个房间。,,扯布料,CG渐入,,,,,,,
,455,,,,,,有鸟的影子掠过窗前。小平的视线跟着动了一下，然后停在某处，像是在观察鸟儿飞过的痕迹。,,,,,,,,,,
,456,,,,,,窗外格栅的阴影印在她的脸上，将她的表情分割开来，一面平静，一面渴望。,,,,,,,,,,
,457,,,,,黑屏,,,,CG渐入+自动转场,,,,,,,
,458,,,,,,「第四幕」,,,内容渐入+自动播放1秒+内容渐出,,,,,,,
,459,场景-舞台后台,,,,,,,剧院观众欢呼,音效循环,,,,,,,
,460,,旁白,,,空,掌声和喝彩像是从远方传来。,,,,,,,,,,
,461,,,,,,演员的一姿一态近在咫尺。,,,,,,,,,,
,462,,,,,,这里离舞台最近，离观众最远，是表演者登台前最后的庇护所。,,,,,,,,,,
,463,,,,,,业内人士称之为虎度门——多么贴切的称呼。,,,,,,,,,,
,464,,,,,,你的搭档与你并肩站着，绷紧了脸直盯着舞台。,,,,,,,,,,
,465,,,,,,你的搭档与你并肩站着，绷紧了脸直盯着舞台。拍拍她的背，从那里也能感到一颗心急切地跳动。,,,,,,,,,,
,466,,夏伦,夏伦-窗帘服-默认,,,紧张吗？,,,,,,,,,,
,467,,姜韶平,空,姜韶平-窗帘服-紧张,,嗯、嗯……,,,正立绘渐入,,,,,,,
,468,,旁白,,,,听着像咽唾沫的声音，可不是个好兆头。,,,,,,,,,,
,469,,姜韶平,,,,……小夏。,,,,,,,,,,
,470,,,,,,如果……我是说如果，我现在临阵脱逃，,,,,,,,,,,
,471,,,,,,如果……我是说如果，我现在临阵脱逃，会怎样？,,,,,,,,,,
,472,,夏伦,夏伦-窗帘服-说话,,,你会吗？,,,,,,,,,,
,473,,姜韶平,空,姜韶平-窗帘服-装可怜-闭眼,,……不会。,,,,,,,,,,
,474,,,,姜韶平-窗帘服-咬牙,,而且你一直抓着我，也跑不掉……,,,,,,,,,,
,475,,夏伦,夏伦-窗帘服-眯眼笑,,,啊哈哈，我只是想给你打气。,,,,,,,,,,
,476,,,夏伦-窗帘服-默认,,,别紧张。,,,,,,,,,,
,477,,姜韶平,空,姜韶平-窗帘服-认命,,我紧张……,,,,,,,,,,
,478,,,,,,我紧张……很紧张很紧张，紧张得身体本能地想撒腿就跑。,,,,,,,,,,
,479,,,,,,我紧张……很紧张很紧张，紧张得身体本能地想撒腿就跑。我现在深刻意识到我真的不擅长对着这么多人表演，但是……,,,,,,,,,,
,480,,,,姜韶平-窗帘服-坚定,,……这是我的第一部戏，我不想毁了它。,,,,,,,,,,
,481,,旁白,,空,,活动室那件事后，你私下找了一次Sylvia和Mia。,,,,,,,,,,
,482,,,,,,看在你的面子上，她们最终没有把这件事告诉任何大人。,,,,,,,,,,
,483,,,,,,看在你的面子上，她们最终没有把这件事告诉任何大人。作为交易，她俩带着其他演员一起退出了。,,,,,,,,,,
,484,,,,,,你们只得在做衣服之余，又连夜修改剧本。,,,,,,,,,,
,485,,,,,,20分钟，两个人，一场戏。,,,,,,,,,,
,486,,,,,,一旦上了舞台，可以依靠的就只有自己和对方了。,,,,,,,,,,
,487,,夏伦,夏伦-窗帘服-平淡,,,…小平，你为什么喜欢舞台剧？,,,,,,,,,,
,488,,旁白,空,,,她有些惊讶地看了你一眼，像是不明白你为什么忽然问起这个。,,,音效淡出,,,,,,,
,489,,,,,,随后她垂下眼帘，平静地开口。,,,,,,,,,,
,490,,姜韶平,,姜韶平-窗帘服-担忧,,……其实小时候，我有在外面看过一场戏。,,,正立绘渐入+音乐渐入,,,,,,,小夜曲
,491,,,,姜韶平-窗帘服-苦笑,,塔楼后院的墙旁有一棵老树，现在已经不在了，当时我就是靠它翻出去的。,,,,,,,,,,
,492,,夏伦,夏伦-窗帘服-闭眼,,,你总是比我想得还……算了，我已经见怪不怪了。,,,,,,,,,,
,493,场景-城市,姜韶平,空,空,,嗯……我当时就只是漫无目的地走，我记得外面的世界很嘈杂、混乱，但我却完全不害怕。,,,正渐出,,,,,,,
,494,,,,,,我路过一家在门口挂着海报的小剧院，我那时并不知道是干什么的，只是觉得海报上的人很好看……,,,,,,,,,,
,495,,,,,,我路过一家在门口挂着海报的小剧院，我那时并不知道是干什么的，只是觉得海报上的人很好看……所以我就进去了。,,,,,,,,,,
,496,,,,,,当然，我既没钱买票，又是个小孩子，门卫把我拦住了，要赶我走。,,,,,,,,,,
,497,,,,,,后来……,,,,,,,,,,
,498,场景-小剧院舞台,,,,,后来……有个姐姐进来了，她见我想看戏，就跟门卫说了两句，让我进去了。,,,,,,,,,,
,499,,,,,,结束的时候我才知道，整部剧就是那个姐姐制作的。,,,,,,,,,,
,500,,夏伦,,,,是什么戏？,,,,,,,,,,
,501,,姜韶平,,,,当时太小了，连情节都没太看懂，现在也记不太清了。,,,,,,,,,,
,502,,,,,,我只记得，台上的人每一分每一秒都在震撼着我。,,,,,,,,,,
,503,,,,,,那种身临其境的体验比我以往从任何一本书、任何一部经文里阅读到的东西都要动人百倍。,,,,,,,,,,
,504,,,,,,我感到自由、快乐，充满力量……都没意识到自己全程都在哭。,,,,,,,,,,
,505,,,,,,回修道院后我翻遍了图书馆，也没找到和那出戏相似的内容。,,,,,,,,,,
,506,,,,,,回修道院后我翻遍了图书馆，也没找到和那出戏相似的内容。我那时才意识到原来故事可以不只是古人留下的。,,,,,,,,,,
,507,,,,,,我也可以创造那样的故事，然后通过活生生的人传递出去。,,,,,,,,,,
,508,场景-舞台后台,旁白,,姜韶平-窗帘服-平淡,空,她重新看向你，眼神重新归为平静。,,,正立绘渐入,,,,,,,
,509,,姜韶平,,,,所以……这就是我的故事。,,,,,,,,,,
,510,,,,姜韶平-窗帘服-说话,,你呢，小夏？你为什么喜欢演戏？还是因为你母亲吗。,,,,,,,,,,
,511,,夏伦,夏伦-窗帘服-平淡,,,……,,,,,,,,,,
,512,,,夏伦-窗帘服-闭眼,,,说不上喜欢。,,,,,,,,,,
,513,,,,,,大家都期待我去做，我又可以做好，所以我就做了。,,,,,,,,,,
,514,,,,,,仅此而已。,,,,,,,,,,
,515,,旁白,空,姜韶平-窗帘服-平淡,,背负着这样的理由，即便是这般小小的舞台，对她来说也意义重大。,,,,,,,,,,
,516,,,,,,真是……有点可悲。,,,,,,,,,,
,517,,姜韶平,,姜韶平-窗帘服-说话,,小夏，那个……毕业后——,,,,,,,,,,
,518,,同学,,姜韶平-窗帘服-惊吓,,Sharon！马上到你们了，准备好了吗？,,,,,,,,,,
,519,,旁白,,,,她被突如其来的打断吓得一激灵，你再次拍了拍她，心跳已经放缓。,,,,,,,,,,
,520,,夏伦,夏伦-窗帘服-默认,,,走吧。,,,,,,,,,,
,521,,姜韶平,空,姜韶平-窗帘服-坚定,,……嗯。,,,,,,,,,,
,522,,旁白,,空,,藏身在侧幕，灯光与黑暗有着明显的交界线。,,,,,,,,,,
,523,,,,,,藏身在侧幕，灯光与黑暗有着明显的交界线。一旦踏出线外，你便不再是你。,,,,,,,,,,
,524,,,,,,灯光渐暗，你们一同踏上舞台。,,,,,,,,,,
,525,空,,,,黑屏,,,,CG渐入+自动转场,,,,,,,
,526,,旁白,,,,——这是一个怎样的故事？,,,结局开始,,,,,,,
,527,,,,,,两个互相仇视的家族，诞下两位结下情谊的友人。,,,,,,,,,,
,528,,,,,,命中注定的悲剧。,,,,,,,,,,
,529,,,,,,——她们死了吗？,,,,,,,,,,
,530,,,,,,我不希望她们死掉，那样太……,,,,,,,,,,
,531,,,,,,我不希望她们死掉，那样太……绝对了。,,,,,,,,,,
,532,,,,,,——那怎么结尾？,,,结局翻页,,,,,,,
,533,,,,,,也许她们可以，,,,,,,,,,,
,534,,,,,,也许她们可以，逃跑？,,,,,,,,,,
,535,,,,,,——逃到哪里去？,,,,,,,,,,
,536,,,,,,不知道。,,,,,,,,,,
,537,,,,,,只是逃，,,,,,,,,,,
,538,,,,,,只是逃，舍弃自己的姓氏，从家族、城堡、舞会中逃走。,,,,,,,,,,
,539,,,,,,也许跑到哪座山中隐居，或是渡到某座孤岛上生活。,,,,,,,,,,
,540,,,,,,总之，逃走并不是结局，而是开始，,,,,,,,,,,
,541,,,,,,总之，逃走并不是结局，而是开始，对吗？,,,,,,,,,,
,542,,,,,,——为什么是你？,,,结局翻页,,,,,,,
,543,,,,,,^——为什么要是你？,,,,,,,,,,
,544,,,,,,,,,结局结束+CG渐入+自动转场,,,,,,,
,545,,,,,CG-舞台夏姜跳舞-动态,,,,CG渐入+音乐渐入,,,,,,,华尔兹
,546,,,,,,戴上假面，隐藏身份，在舞会上，唯有这样才有权与她共舞。,,,,,,,,,,
,547,,,,,,你握持住她的手，冰凉湿粘。,,,,,,,,,,
,548,,,,,,你们的身体紧贴着彼此，能明显感到对方僵硬的体态与急促的呼吸。,,,,,,,,,,
,549,,夏伦,,,,小平，放松，,,,,,,,,,,
,550,,,,,,小平，放松，一，二，三……,,,,,,,,,,
,551,,旁白,,,,舞步开始，你踏前一步，她差点向后摔倒。,,,,,,,,,,
,552,,姜韶平,,,,对不起，小、小夏，我……,,,,,,,,,,
,553,,旁白,,,,她现在会后悔上台吗？,,,,,,,,,,
,554,,夏伦,,,,嘘。,,,,,,,,,,
,555,,,,,,嘘。先跟着我。,,,,,,,,,,
,556,,,,,,这可是你书写的故事。该怎么做，你是最清楚的。,,,,,,,,,,
,557,,,,,,不是吗？,,,,,,,,,,
,558,,旁白,,,CG-夏姜跳舞-小平睁眼,她紧闭上眼。,,,CG渐入,,,,,,,
,559,,,,,,不断传来的紧绷感逐渐消失了。,,,,,,,,,,
,560,,,,,,你带着她，前进，后退，旋转，像在和一个没有阻力的木偶共舞。,,,,,,,,,,
,561,,,,,,——为何仍在跳舞？,,,,,,,,,,
,562,,,,,,——为何仍在跳舞？为何仍在歌唱？,,,,,,,,,,
,563,,,,,,——为何仍在跳舞？为何仍在歌唱？为何……仍在拍打翅膀？,,,,,,,,,,
,564,,,,,,在场的神灵同时降临在你们身上。,,,,,,,,,,
,565,,,,,,决意诞生在舞会的最高潮，逃离的时刻到了。,,,,,,,,,,
,566,,,,,,你低声呼唤。,,,,,,,,,,
,567,,夏伦,,,,小平，就现在，快跑。,,,,,,,,,,
,568,,旁白,,,,像是一句唤醒了梦的暗语，她猛地睁开眼。,,锁链破裂,,,,,,,,
,569,,,,,CG-夏姜牵手跑-动态,力量从牵着的手处传来。,,,CG渐入,,,,,,,
,570,,,,,,观众的影子被抛在身后，你几乎是被她拽着跑下了台。,,小跑,,,,,,,,
