标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,282,,旁白,空,,,你戳了戳身旁的阿宝，小声问。,,,,,,,,,,
,283,,阿宝,,阿宝-平淡,,嗯？,,,正立绘渐入,,,,,,,
,284,,,,阿宝-说话,,啊……是不是忘了让你提前下车了？,,,,,,,,,,
,285,,姜韶平,姜韶平-错愕,,,？？,,,,,,,,,,
,286,,,,,,不是陈姐让我一起的吗！,,,,,,,,,,
,287,,陈玉澍,空,陈玉澍-玩味,,你今天不是非要跟着干活吗？,,,正立绘渐入,,,,,,,
,288,,,,,,这也是工作之一。,,,,,,,,,,
,289,,姜韶平,姜韶平-错愕,,,工作……在这里吗？,,,,,,,,,,
,290,,旁白,空,,,你缩着脖子环顾四周，对于从修道院和书斋中走出来的人，难免对这种灯红酒绿的地方有些畏惧。,,,,,,,,,,
,291,,姜韶平,姜韶平-紧张,,,……您业务范围还挺广的……,,,,,,,,,,
,292,,陈玉澍,空,陈玉澍-翻白眼,,呵，也就是去见个老大不小了还爱搞些恶作剧的老朋友而已。,,,,,,,,,,
,293,,,,,,进去后，看着就行。,,,,,,,,,,
,294,,旁白,,空,,来不及抗议，你们走到一块在整条街也是最夸张醒目的招牌下方。,,,,,,,,,,
,295,,,,,,门口站着两个西装穿得随意的人，见到陈姐，微微侧过身，放了行。,,,,,,,,,,
,296,黑屏,,,空,黑屏,有人领着你们穿过金碧辉煌的走廊，进到一个装潢华丽的大厅。,,,音效淡出,,,,,,,
,297,场景-夜总会,空,,,空,,,,场景弹窗,,,,,,,
,298,,旁白,,,,这里面比你见过的所有舞台剧布景都更加浮夸、梦幻，活像一个用金子和丝绒搭起来的成人乐园。,,,,,,,,,,
,299,,姜韶平,姜韶平-惊讶,,,（哇……）,,,,,,,,,,
,300,,,,,,（这里…还有这里，可以作布景的参考……）,,,,,,,,,,
,301,,旁白,空,,,没管四处张望观光的你，陈姐径直朝前走去。,,,,,,,,,,
,302,,？？？,,豹眼-咧嘴笑,,哟，陈大老板终于来了，大人物总是姗姗来迟。,,,正立绘渐入+音乐渐入,,,,,,,危险节拍
,303,,,,豹眼-笑着说话,,专门为你包的场，来，坐坐坐。,,,,,,,,,,
,304,,旁白,,,,你这才发现正中央的卡座上坐着两个人，旁边还站着个面无表情的服务生。,,,,,,,,,,
,305,,,,,,,,响指,,,,,,,,
,306,,,,空,,服务生利落地滑出三个冰好的玻璃杯，往里倒上一看就很昂贵的酒。,,倒酒,,,,,,,,
,307,,,,,,陈姐和阿宝倒一点不客气地坐下了，你只得拘谨地跟着落座。,,,,,,,,,,
,308,,,,,,气氛很古怪，面前这位奇装异服的女人满脸堆笑，十分热情，你却从她那双猫科动物般的眼睛中读出某种暴戾的底色。,,,,,,,,,,
,309,,陈玉澍,,陈玉澍-玩味,,这不是谢大编剧吗，今天没来片场上工，原来是来夜场潇洒了？,,,正立绘渐入,,,,,,,
,310,,旁白,,,,陈姐云淡风轻的调侃让对方瑟缩了一下。,,,,,,,,,,
,311,,,,,,陈姐云淡风轻的调侃让对方瑟缩了一下。原来女人旁边那个神情不自然的人，就是今天放鸽子的编剧。,,,,,,,,,,
,312,,,,,,你用余光观察着她们，那位编剧低着头，像是想掩盖脸上的淤青。,,,,,,,,,,
,313,,,,,,你有点不忍心看下去。,,,,,,,,,,
,314,,编剧,,,,呃……,,,,,,,,,,
,315,,？？？,,豹眼-笑着说话,,欸欸，你也别怪他，他是没办法，是吧？,,,正立绘移右+新立绘左渐入,,,,,,,
,316,,旁白,,,,她推搡似地揉了下编剧的肩，对方颤抖得更深。,,,,,,,,,,
,317,,编剧,,,,是、是……大佬说得对……,,,,,,,,,,
,318,,陈玉澍,,豹眼-笑着说话+陈玉澍-闭眼-笑,,放心，我不是来给你赎身的，你就跟着豹眼吧，挺好的。,,,,,,,,,,
,319,,编剧,,,,…………！陈老板……求您……,,,,,,,,,,
,320,,旁白,,,,编剧的脸色顿时吓得惨白，他下意识想起身，却被一旁的服务生摁着肩膀坐了回去。,,,,,,,,,,
,321,,豹眼,,豹眼-默认+陈玉澍-闭眼-笑-2,,……哦？,,,,,,,,,,
,322,,,,,,这么快找到替的大编剧了？,,,,,,,,,,
,323,,旁白,,,,她忽然扭头瞪向你。,,,,,,,,,,
,324,,豹眼,,豹眼-笑着说话+陈玉澍-闭眼-笑-2,,不会就是这个妹妹崽吧。,,,,,,,,,,
,325,,旁白,,,,她那眼神像是要把你活剥了皮似的，但你深知在这种场合下最好不要作任何反应。,,,,,,,,,,
,326,,姜韶平,姜韶平-慌乱,,,…………,,,,,,,,,,
,327,,旁白,空,,,气氛开始变化。,,,,,,,,,,
,328,,陈玉澍,,豹眼-笑着说话+陈玉澍-平淡-挑眉,,所以，就这点事，大费周章整个包场？,,,,,,,,,,
,329,,,,,,业绩这么好？还是说，本来就没几个客？,,,,,,,,,,
,330,,旁白,,豹眼-瞪眼-暴怒+陈玉澍-平淡-挑眉,,似乎是被陈姐尖酸的嘲讽激怒了，豹眼用力一推，编剧就从卡座上滚了下去。,,咚,画面抖动一下+音乐结束,,,,,,,
,331,,豹眼,,豹眼-瞪眼-暴怒+陈玉澍-平淡-挑眉,,滚！,,,,,,,,,,
,332,,旁白,,,,编剧吃痛得厉害，踉踉跄跄地被服务生架起来走了。很难想象他这天都经历了什么。,,,,,,,,,,
,333,,豹眼,,豹眼-龇牙咧嘴+陈玉澍-平淡-挑眉,,我懒得跟你废话了，陈玉澍。,,,,,,,,,,
,334,,,,,,管你换几个编剧，你公司名下的电影，必须挂上我的名。,,,,,,,,,,
,335,,,,,,我可以给你投钱、给你拉演员，什么刘O华、张O玉，都可以给你请来呀。,,,,,,,,,,
,336,,,,,,有钱大家一起赚，多好的事！,,,,,,,,,,
,337,,陈玉澍,,豹眼-龇牙咧嘴+陈玉澍-翻白眼,,你这张碟是卡针了吗，来来回回就这几句话。,,,,,,,,,,
,338,,旁白,,,,陈姐抿了口杯中的酒，撇撇嘴角，又放回桌上。,,玻璃杯放桌上,,,,,,,,
,339,,,,豹眼-龇牙咧嘴+陈玉澍-平淡,,她向后靠在沙发上。像是完全没感受到来自对方的敌意。,,,,,,,,,,
,340,,陈玉澍,,豹眼-龇牙咧嘴+陈玉澍-无奈,,你豹眼在夜场看这么大的场子，电影那点票房，几天不就赚来了？,,,,,,,,,,
,341,,,,,,盯着我这点儿鸡碎钱作什么？,,,,,,,,,,
,342,,豹眼,,豹眼-咧嘴笑+陈玉澍-无奈,,鸡碎？哈哈！！,,,,,,,,,,
,343,,,,豹眼-瞪眼-暴怒+陈玉澍-平淡,,你*的别装了，陈玉澍。,,,,,,,,,,
,344,,,,,,你现在自己做大了，想跟我们撇清关系了，是吧？,,,,,,,,,,
,345,,,,,,别忘了你现在有的这一切都是怎么来的！,,,,,,,,,,
,346,,陈玉澍,,豹眼-瞪眼-暴怒+陈玉澍-平淡-挑眉,,怎么来的？我自己揾食，又不犯法。,,,,,,,,,,
,347,,,,,,反正和你没关系。,,,,,,,,,,
,348,,豹眼,,豹眼-瞪眼-暴怒+陈玉澍-平淡-挑眉,,你**…………！！,,拍桌子,左立绘抖动,,,,,,,
,349,,旁白,,,,豹眼猛地站起身，差点朝陈姐扑了过来。,,,,,,,,,,
,350,,,,,,大厅里弥漫着剑拔弩张的气息，每个人的弦都已经绷到最紧，就连你旁边一直安静的阿宝也把手放进了衣袋里，随时准备挡在陈姐身前。,,,,,,,,,,
,351,,,,豹眼-瞪眼-暴怒+陈玉澍-平淡,,对方的暴戾和凶残扑面而来，陈姐冷漠地回盯着豹眼。,,,,,,,,,,
,352,,陈玉澍,,豹眼-瞪眼-暴怒+陈玉澍-皱眉,,…认识这么多年，你不会还觉得这招对我有用吧？,,,,,,,,,,
,353,,旁白,,陈玉澍-皱眉,,听罢，豹眼嗤笑一声，一屁股坐了回去。,,,,,,,,,,
,354,,陈玉澍,,陈玉澍-闭眼-说话,,那今天就这样吧。,,,,,,,,,,
,355,,旁白,,空,,陈姐支着大腿起身，阿宝跟着跳了起来，你有些腿软，但也赶忙跟着离开卡座。,,,,,,,,,,
,356,,,,,,身后猛地传来酒杯被乒铃乓啷全扫到地上的声音。,,玻璃摔碎,音乐淡出,,,,,,,
,357,,,,,,你回头，看到豹眼把腿搭在茶几上，地上已是一片狼藉。,,,,,,,,,,
,358,,,,,,顿时，几个穿着西装的人从包厢里涌出，从两侧将你们围住。,,多人脚步,音乐渐入,,,,,,,形势激烈！
,359,,姜韶平,姜韶平-慌乱,,,啊啊……这下怎么办啊…,,,,,,,,,,
,360,,阿宝,空,阿宝-嘟嘟嘴-2,,要打架了！,,,正立绘渐入+音效淡出,,,,,,,
,361,,姜韶平,姜韶平-惊吓,,,你……能打赢吗？,,,,,,,,,,
,362,,阿宝,空,阿宝-眯眼笑-2,,打不赢呀哈哈哈。,,,,,,,,,,
,363,,姜韶平,姜韶平-呆滞,空,,（完了…）,,,,,,,,,,
,364,,豹眼,空,,,好说歹说的，你不听，那只能来点你听得懂的了。,,,,,,,,,,
,365,,陈玉澍,,陈玉澍-严肃,,…………,,,正立绘渐入,,,,,,,
,366,,姜韶平,姜韶平-慌乱,,,陈、陈姐………,,,,,,,,,,
,367,,陈玉澍,空,陈玉澍-无奈,,唉……,,,,,,,,,,
,368,,,,,,我是真没想到你都走投无路到这个地步了。,,,,,,,,,,
,369,,旁白,,空,,陈姐转过身。,,,正渐出,,,,,,,
,370,,豹眼,,豹眼-大笑,,哈！到底谁走投无路。,,,正立绘渐入,,,,,,,
,371,,陈玉澍,,陈玉澍-皱眉-笑,,看来前两年闹股灾的时候，你亏得可真是不少啊。,,,正立绘渐入,,,,,,,
,372,,豹眼,,豹眼-龇牙咧嘴,,！！,,,正立绘渐入+正立绘抖动,,,,,,,
,373,,,,,,你是怎么……,,,,,,,,,,
,374,,陈玉澍,,陈玉澍-玩味,,你挪用帮会公款炒股洗钱，这事儿话事人还不知道吧？,,,正立绘渐入,,,,,,,
,375,,,,陈玉澍-危险眯眼,,这两年你拆东墙补西墙，还是填不上窟窿，眼看就要换届查账……,,,,,,,,,,
,376,,,,,,——你实在没办法，就狗急跳墙，想到来讹我罢了。,,,,,,,,,,
,377,,,,陈玉澍-无奈,,可怜可怜，堂堂夜场一姐，怎么混成这样了。,,,,,,,,,,
,378,,旁白,,,,陈姐故作惋惜地摇摇头，一旁的阿宝从衣袋里拿出一台墨绿色的传呼机，屏幕对着豹眼那边晃了晃。,,,,,,,,,,
,379,,陈玉澍,,陈玉澍-玩味,,我今天要没走出这扇门，你挪公款的事……会传到哪去就不知道了。,,,,,,,,,,
,380,,阿宝,,阿宝-说话,,昭告天下！,,,正立绘渐入,,,,,,,
,381,,豹眼,,豹眼-瞪眼-暴怒,,！！！！,,,正立绘渐入,,,,,,,
,382,,旁白,,,,你甚至能听见豹眼牙关间咬出的咯咯声，她的手下都停在了原地，听候发落。,,,,,,,,,,
,383,,陈玉澍,,陈玉澍-眯眼笑,,加油，实在不行，你去找份正经工作吧。,,,正立绘渐入,,,,,,,
,384,,旁白,,空,,看样子陈姐更胜一筹。你暂且松了口气，想赶紧离开这鬼地方。,,,,,,,,,,
,385,,,,,,刚挪一步，身后再次传来巨响。,,石桌子撞地,画面抖动一下,,,,,,,
,386,,,,,,豹眼一把掀翻整个大理石茶几，对着你们吼。,,,,,,,,,,
,387,,豹眼,,豹眼-瞪眼-暴怒,,陈！玉！澍！！,,,正立绘渐入,,,,,,,
,388,,,,,,我今天跟你鱼死网破，你别想活着走出这扇门！！,,,,,,,,,,
,389,,旁白,,,,眼看着手下再次准备上前，你听到陈姐身上传来一声脆响。,,上膛,,,,,,,,
,390,,陈玉澍,,空,,哦，是嘛。,,,,,,,,,,
,391,,空,,空,CG-陈姐开枪-1,,,,CG渐入,,,,,,,
,392,,陈玉澍,,,,那就看是我这条鱼先死，还是你这张网先破咯。,,,,,,,,,,
,393,,旁白,,,,那块黑色金属代表的罪恶，让所有人再次定在原地。,,,,,,,,,,
,394,,,,,,陈姐脸上挂着的笑令你胆寒。,,,,,,,,,,
,395,,阿宝,,,,退退退！都给我退开！,,,,,,,,,,
,396,,旁白,,,,阿宝把豹眼的手下驱散开来。,,,,,,,,,,
,397,,豹眼,,,,哈、哈哈……,,,,,,,,,,
,398,,,,,,你敢？,,,,,,,,,,
,399,,陈玉澍,,,,怎么不敢？,,,,,,,,,,
,400,,,,,,大不了今晚就走，我船家都找好了。,,,,,,,,,,
,401,,豹眼,,,,你……你要是真敢，你这些年靠撇清帮会搞出来的正经生意，就都是放屁！！,,,,,,,,,,
,402,,旁白,,,,你死死盯住那把枪，生怕它忽然走火。胃因恐慌痛苦地绞紧。,,,,,,,,,,
,403,,,,,,事情发展到这步，早已远超你的想象，你满脑子只有一个念头：如果枪开了，面前的人会死，如果她死了，那陈姐会——,,,,,,,,,,
,404,,,,,,豹眼还在吼，你真想冲上去堵住她的嘴。,,,,,,,,,,
,405,,豹眼,,,,你陈玉澍就她*的是条黑社会养大的狗！！狗改不了吃屎！！,,,,,,,,,,
,406,,陈玉澍,,,,呵呵。,,,,,,,,,,
,407,,,,,,那你就当被狗咬了一口呗。,,,,,,,,,,
,408,,旁白,,,,你看见陈姐握枪的手指动了，你不能眼睁睁看她就这样步入深渊——,,,,,,,,,,
&,409,,,,,,阻止她,411,,,,,,,,,
&,410,,,,,,不阻止,412,,,,,,,,,
#,411,,,,,CG-陈姐开枪-2,你冲上前去，指尖触到陈姐的那刻，她扣下了扳机——,413,,CG渐入,陈玉澍好感度,1,,,,,
,412,,,,,CG-陈姐开枪-1,你紧闭上眼，听天由命。,415,,CG渐入,,,,,,,
,413,,豹眼,,,CG-陈姐开枪-2,别、别——,,,,,,,,,,
,414,,空,,,,,417,扣动扳机,音乐淡出,,,,,,,
,415,,豹眼,,,CG-陈姐开枪-1,别、别——,,,CG渐入,,,,,,,
,416,,空,,,,,417,扣动扳机,音乐淡出,,,,,,,
,417,,空,,,黑屏,,,枪声,,,,,,,,
,418,,,,,,,,倒地,,,,,,,,
,419,,旁白,,,,你听到人体倒在地上的闷声，复数脚步朝声音的方向涌去。,,多人脚步,,,,,,,,
,420,,,,,,硫磺的味道弥散开来，尽管闭着眼，你仍感到头晕目眩。,,耳鸣,音效淡出,,,,,,,
,421,,,,,,浮现在脑海的第一个念头令你死死攥住身边那个人。,,,,,,,,,,
,422,,,,,,你想要驱动双腿，带她离开，可膝盖骤然发软，就要跌倒。,,,,,,,,,,
,423,,,,,CG-陈姐开完枪,,,,CG渐入+音乐渐入+音效淡出,,,,,,,陈姐-狂骚酷拽
,424,,,,,,枪口仍冒着烟，而你正靠在开枪的人身上。,,,,,,,,,,
,425,,,,,,你绝望地朝正对面看去——,,,,,,,,,,
,426,,,,,,豹眼瘫在地上，几个手下围在她身边。,,,,,,,,,,
,427,,豹眼,,,,啊啊啊啊……啊……,,,,,,,,,,
,428,,,,,,我……啊……？,,,,,,,,,,
,429,,旁白,,,,豹眼不可置信地来回抚着自己。,,,,,,,,,,
,430,,姜韶平,,,,这是……,,,,,,,,,,
,431,,陈玉澍,,,,呵呵，吓成这样，不是你自己写的吗。,,,,,,,,,,
,432,,旁白,,,,陈姐的声音在耳旁响起。,,,,,,,,,,
,433,,陈玉澍,,,,拿去玩吧。,,,,,,,,,,
,434,,姜韶平,,,,？！,,,,,,,,,,
,435,场景-夜总会,旁白,,,空,陈姐抽开身，顺势把枪抛了给你，你下意识接住，又本能地想赶紧丢掉。,,,CG渐出,,,,,,,
,436,,,,,,那东西在你两手间来回跳了两下，你才意识到它远没有想象中沉重和滚烫，只是带着点手掌的余温。,,咔哒,,,,,,,,
,437,,姜韶平,姜韶平-惊讶,,,这……这是……？,,,,,,,,,,
,438,,陈玉澍,空,陈玉澍-皱眉-笑,,都说是假的了，我还没那么蠢。,,,正立绘渐入,,,,,,,
,439,,阿宝,,阿宝-眯眼笑-1,,刚才在剧组顺的，还挺逼真~,,,正立绘渐入,,,,,,,
,440,,豹眼,,豹眼-龇牙咧嘴,,陈、陈玉澍，你**敢耍我……你这个贱人……,,,正立绘渐入,,,,,,,
,441,,旁白,,,,豹眼被几个手下扶着摇摇晃晃站起身，看来刚才那下她摔得也不轻。,,,,,,,,,,
,442,,豹眼,,,,你别想——,,,,,,,,,,
,443,,旁白,,,,身后的门忽然被踹开，一个红色的身影出现。,,踹门,画面抖动一下,,,,,,,
,444,,阿福,,阿福-自信笑,,开门大吉——,,,正立绘渐入,,,,,,,
,445,,阿宝,,阿宝-眯眼笑-2,,救兵来啦——,,,正立绘渐入,,,,,,,
,446,,豹眼,,豹眼-龇牙咧嘴,,这人怎么——外面的人呢？！,,,正立绘渐入,,,,,,,
,447,,阿福,,阿福-自信笑,,豹老板放宽心，咱专业人士，自有分寸。,,,正立绘渐入,,,,,,,
,448,,,,,,要打到会进去的程度，得加钱。,,,,,,,,,,
,449,,陈玉澍,,陈玉澍-闭眼-笑-2,,呵呵，走吧。,,,正立绘渐入,,,,,,,
,450,,,,陈玉澍-翻白眼,,这家夜总会，招待客人连瓶XO都拿不出来，也是该关门了。,,,,,,,,,,
,451,,旁白,,空,,你们大摇大摆从正门出去了。也许是看到了走廊里一个个倒下的人，豹眼没再让人追上。,,走路,,,,,,,,
,452,场景-霓虹灯街道,,,,,吸入街道上难闻空气的那刻，你竟有股流泪的冲动。,,,,,,,,,,
,453,黑屏,,,空,黑屏,,,,CG渐入+自动转场秒+音效中止+音乐淡出,,,,,,,
,454,场景-车内-晚上,,,,空,上车后许久，你还在消化着刚才目睹的一切。,,车子行进,,,,,,,,
,455,,,,,,惊慌与后怕逐渐平复后，另外一种情绪浮现了上来。,,,,,,,,,,
,456,,,,,,你不太想承认它。刚才那般极度戏剧化的冲突在你眼前上演时，你竟在自己的心中察觉出一丝怪异的愉悦。,,,,,,,,,,
,457,,,,,,想到这里，身体又止不住地发颤，你注意到副驾的阿宝摇着脑袋哼着曲，就连阿福开车时都多了几分不稳。,,,,,,,,,,
,458,,,,,,而陈姐，仍是那般泰然自若地望着窗外，明明刚从那样的生死险局中脱身，身上却干净得仿佛连灰尘都没沾上一粒。,,,,,,,,,,
,459,,,,,,和刚才做出疯狂行径的人简直判若两人。,,,,,,,,,,
,460,,,,,,——更是和十八年前，记忆中的那个人判若两人。,,,,,,,,,,
,461,,,,,,你已经彻底认清了事实。你记忆中的那个陈玉澍，不过是个被孩童在常年灰暗封闭的生活中不断美化的、带有某种象征意义的对象罢了。,,,,,,,,,,
,462,,,,,,比起那时被你赋予多重意义的人，现在的你，倒真的想开始重新了解面前的这个人。,,,,,,,,,,
,463,,,,,,非日常经历的余韵令你大胆起来。,,,,,,,,,,
,464,,姜韶平,姜韶平-说话,,,……陈姐，你和豹眼，是朋友吗？,,,,,,,,,,
,465,,陈玉澍,空,陈玉澍-看向一边,,……,,,正立绘渐入,,,,,,,
,466,,,,,,曾经算是吧。,,,,,,,,,,
,467,,姜韶平,姜韶平-疑问-无问号,,,那你为什么……不接受她挂名？,,,,,,,,,,
,468,,,,,,虽然她是黑社会，但如果只是挂个名的话……,,,,,,,,,,
,469,,旁白,空,,,你看不全她的表情，但能感到她嘲弄地笑了下。,,,,,,,,,,
,470,,,,空,CG-陈姐车窗1,,,,CG渐入,,,,,,,
,471,,陈玉澍,,,,……因为,,,,,,,,,,
,472,,,,,,……因为，我讨厌黑社会。,,,,,,,,,,
,473,,空,,,,窗外的霓虹灯一轮轮扫过她的脸，她似乎追随着光陷入了回忆。,,,,,,,,,,
,474,场景-车内-晚上,,,,,,,BP机,CG渐出,,,,,,,
,475,,,,,空,前座传来传呼机的声响，打破了又一次的沉默。,,,,,,,,,,
,476,,阿宝,,阿宝-说话,,徐导说，明早07城寨开工，叫上姜。,,,正立绘渐入,,,,,,,
,477,,,,阿宝-眯眼笑-2,,你好受欢迎哦~,,,,,,,,,,
,478,,姜韶平,姜韶平-默认,空,,帮我多谢徐导，不过……我可能不会再去了。,,,,,,,,,,
,479,,陈玉澍,空,,,有食揾不错了，这个时候还挑？,,,,,,,,,,
,480,,姜韶平,姜韶平-平淡,,,谢编剧不是回来了吗。,,,,,,,,,,
,481,,,,,,而且……,,,,,,,,,,
,482,,,姜韶平-说话,,,…我更想在您身边做事。,,,,,,,,,,
,483,,陈玉澍,空,空,CG-陈姐车窗2,……哦？,,,CG渐入,,,,,,,
,484,,旁白,,,,她终于把头偏了回来。,,,,,,,,,,
,485,,,,,,陈姐玩味地打量着你，这次，你不会再让她看穿你了。,,,,,,,,,,
,486,,姜韶平,,,,我觉得，您倒是可以成为我很好的写作素材。,,,,,,,,,,
,487,,,,,,但那份契据，我还是不会签的。,,,,,,,,,,
,488,,陈玉澍,,,,……呵呵。,,,,,,,,,,
,489,,,,,,成吧，正好我也缺个打杂的，之前那个的没了。,,,,,,,,,,
,490,,姜韶平,,,,（没了是……算了还是别问了）,,,,,,,,,,
,491,,空,,,,,,,CG渐出,,,,,,,
,492,,姜韶平,姜韶平-紧张,,空,那起诉我的事……,,,,,,,,,,
,493,,陈玉澍,空,陈玉澍-闭眼-说话,,照样走着啊。,,,正立绘渐入,,,,,,,
,494,,,,陈玉澍-闭眼-笑,,照样走着啊。放心，法院效率很低的。,,,,,,,,,,
,495,,,,,,你还能挣扎几个月。,,,,,,,,,,
,496,,,,陈玉澍-玩味-1,,要我给你介绍律师吗？,,,,,,,,,,
,497,,姜韶平,姜韶平-难受,,,呃……,,,,,,,,,,
,498,,旁白,空,,,看着她戏谑的笑，你甚至怀疑，她点头同意不过是为了近距离欣赏你如何挣扎。,,,,,,,,,,
,499,,,,,,等下，难道说……,,,,,,,,,,
,500,,姜韶平,姜韶平-难受,,,说起来，您到底为什么要带我来啊？,,,,,,,,,,
,501,,陈玉澍,空,陈玉澍-翻白眼,,你写的黑社会太假了，带你看看真货。,,,,,,,,,,
,502,,,,陈玉澍-玩味,,而且，你都看到了，要是反悔……,,,,,,,,,,
,503,,,,,,而且，你都看到了，要是反悔……现在你应该知道会发生什么吧？,,,,,,,,,,
,504,,旁白,,,,你想起刚才那位可怜的编剧。,,,,,,,,,,
,505,,,,,,……她不会真要灭口吧？,,,,,,,,,,
,506,,姜韶平,姜韶平-紧张,,,……您不是说您讨厌黑社会吗。,,,,,,,,,,
,507,,陈玉澍,空,陈玉澍-看向一边,,是吗？,,,,,,,,,,
,508,,旁白,,空,,她耸耸肩，又倚在车窗上，看着外面。,,,,,,,,,,
,509,,,,,,看样子心情倒是好了不少。,,,,,,,,,,
,510,,,,,,你也将头偏过去，靠在窗上，生怕你露出的微表情被人察觉。,,,,,,,,,,
,511,,,,,,其实你还有一个目的。,,,,,,,,,,
,512,,,,,,既然陈玉澍看上去和黑社会有着千丝万缕的关系，如果在她身边做事，是不是就能发现一些外人难以掌握，又能对自己目前处境有利的东西呢？,,,,,,,,,,
,513,,,,,,若真能发现，到时候……至少讨价还价起来底气也足不少。,,,,,,,,,,
,514,,,,,,既然已经被逼上绝路，那也休怪自己采取些极端手段了。你已经付出了那么多沉没成本，没有人可以阻拦你。,,,,,,,,,,
,515,,,,,,你居然为自己的这个想法感到得意，看来最近的事真的影响你太深。,,,,,,,,,,
,516,,姜韶平,姜韶平-小自信,,,（哼哼……）,,,,,,,,,,
,517,,,,,,（等着吧陈玉澍，我一定会……抓到你的把柄的……）,,,,,,,,,,
,518,,旁白,空,,,发生太多事情，终于卸下力来。你感到自己的眼皮逐渐沉重，直至合上。,,,,,,,,,,
,519,,,,,,夜灯在眼皮上闪烁，你在不知不觉中睡去。,,,,,,,,,,
,520,黑屏,,,空,黑屏,,,,CG渐入+自动转场,,,,,,,
,521,,,,,,<i>已解锁角色打工：给陈玉澍打工</i>,,解锁音效,音乐结束,,,,,,,
,522,,,,,,,END,,,,,,,,,
