标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,289,,,,,,她的音乐从不固守某种流派，硬摇、朋克、迷幻、民谣、甚至古典……就像一个永远在寻找新口味的美食家，吃腻了就换，从来不会呆在固定的地方。,,,,,,,,,,
,290,,,,,,你的戏剧需要什么风格，她就能给出什么风格，这也你们一拍即合的原因之一。,,,,,,,,,,
,291,,,,,,想到这，你又感到惋惜。,,,,,,,,,,
,292,,张海心,,张海心-无外套-默认,,…怎么了？,,,正立绘渐入,,,,,,,
,293,,姜韶平,姜韶平-沮丧,,,没…只是又想到，你前几个月作的曲，都只演出了一次，真的好可惜。,,,,,,,,,,
,294,,张海心,空,张海心-无外套-侧目,,……,,,,,,,,,,
,295,,,,张海心-无外套-默认,,改改还是可以弹。,,,,,,,,,,
,296,,,,张海心-无外套-下目,,只是那种像念白的词……没几个人会唱。,,,,,,,,,,
,297,,姜韶平,姜韶平-思考,,,形式不太一样，不过……倒是可以重新填遍词。,,,,,,,,,,
,298,,,,,,说起来，海心写的曲总是没有歌词呢。你不考虑做一些带歌词的曲子吗？,,,,,,,,,,
,299,,张海心,空,张海心-无外套-难为情-侧目,,呃…………,,,,,,,,,,
,300,,旁白,,,,她忽然涨红了脸。,,,,,,,,,,
,301,,张海心,,张海心-无外套-脸红,,…………,,,,,,,,,,
,302,,姜韶平,姜韶平-疑问-无问号,,,怎么了？你脸好红，很热吗？,,,,,,,,,,
,303,,旁白,空,,,抵挡不住你的追问，她从牙缝里挤出一句话。,,,,,,,,,,
,304,,张海心,,,,………我不太会。,,,,,,,,,,
,305,,姜韶平,姜韶平-疑问-无问号,,,不会写歌词？没事呀，你音律那么好，学起来很快的，多写几次就能掌握窍门……,,,,,,,,,,
,306,,张海心,空,,,不是……,,,,,,,,,,
,307,,,,张海心-无外套-脸红-直视,,我太不会，写字。,,,,,,,,,,
,308,,姜韶平,姜韶平-惊讶,,,啊……,,,,,,,,,,
,309,,旁白,空,空,,海心从未向你提及过自己的身世，你也从未问起过。,,,,,,,,,,
,310,,,,,,为什么不上学，为什么住在Club里，为什么从未提起过家人。,,,,,,,,,,
,311,,,,,,现在你多少知道了。,,,,,,,,,,
,312,,姜韶平,姜韶平-默认,,,不要紧的，可以慢慢学。,,,,,,,,,,
,313,,,姜韶平-思考,,,或者……,,,,,,,,,,
,314,,旁白,空,,,你沉默了片刻。,,,,,,,,,,
,315,,,,,,之前合作的时候，你从来没有这样听过她的曲子。,,,,,,,,,,
,316,,,,,,那时候它们是你戏剧的一部分——你的故事、你的舞台、你想传达的声音。,,,,,,,,,,
,317,,,,,,而现在，舞台没有了。,,,,,,,,,,
,318,,,,,,你只是坐在这里，听着她从头弹起那个小节，忽然觉得，这里面有足够的空间，可以装下你还没说完的话。,,,,,,,,,,
,319,,姜韶平,姜韶平-说话,,,……我来写吧。,,,音乐渐入,,,,,,,吉他贝斯依偎
,320,,张海心,空,张海心-无外套-睁大眼,,……？,,,正立绘渐入,,,,,,,
,321,,姜韶平,姜韶平-默认,,,嗯……海心的曲子，我也想让它们替我开口。,,,,,,,,,,
,322,,,姜韶平-欣慰,,,就像上次，你替我的故事找到了声音一样。,,,,,,,,,,
,323,,,,,,可以吗？,,,,,,,,,,
,324,,旁白,空,,,她没有立刻回答。,,,,,,,,,,
,325,,,,张海心-无外套-难为情-侧目,,只是低头，手指在琴弦上轻轻拨了一个听起来像“嗯”的音。,,吉他泛音,,,,,,,,
,326,,张海心,,张海心-无外套-下目,,……我不想再继续麻烦老板了，我想搬出去。,,,,,,,,,,
,327,,,,,,在公园，有词的歌，零钱也落得多些。,,,,,,,,,,
,328,,,,张海心-无外套-默认,,还有……,,,,,,,,,,
,329,,,,张海心-无外套-说话,,你的戏，那些词，我其实没搞懂是什么意思。,,,,,,,,,,
,330,,,,张海心-无外套-苦恼,,但有的时候会忽然想起来，好像又有点懂了……呃……,,,,,,,,,,
,331,,,,,,但有的时候会忽然想起来，好像又有点懂了……呃……我不知道该怎么说……,,,,,,,,,,
,332,,旁白,,,,她说得很含糊，但你好像能明白。,,,,,,,,,,
,333,,,,,,因为你们都是表达者，所以听懂了彼此。,,,,,,,,,,
,334,,姜韶平,姜韶平-强颜欢笑,,,哈哈。,,,,,,,,,,
,335,,,姜韶平-默认,,,那就这样说定了。,,,,,,,,,,
,336,,张海心,空,张海心-无外套-默认,,……嗯。,,,,,,,,,,
,337,,,,张海心-无外套-微微笑,,那之后，演出费分你一半。,,,,,,,,,,
,338,,姜韶平,姜韶平-疑问-无问号,,,我倒不用占这么多啦，作曲和演出的人都是你。,,,,,,,,,,
,339,,,姜韶平-认命,,,不过现在确实有点……,,,,,,,,,,
,340,,张海心,空,张海心-无外套-疑问,,缺钱？,,,,,,,,,,
,341,,姜韶平,姜韶平-认命,,,……虽然难以启齿，但目前是的。,,,,,,,,,,
,342,,,姜韶平-强颜欢笑,,,不过不用担心，总会有办法的。,,,,,,,,,,
,343,,,,,,谢谢你提出来这点。,,,,,,,,,,
,344,,,姜韶平-欣慰,,,那我们，这就算开始二期合作啦？,,,,,,,,,,
,345,,张海心,空,张海心-无外套-微微笑,,嗯。,,,,,,,,,,
,346,,,,,,干杯。,,,,,,,,,,
,347,,姜韶平,姜韶平-疑问,,,干杯？,,,,,,,,,,
,348,,张海心,空,,,交易成功时就会干杯。,,,,,,,,,,
,349,,姜韶平,姜韶平-眯眼笑,,,哈哈哈。,,,,,,,,,,
,350,,,姜韶平-默认,,,好，你想用什么来干杯，老板应该会允许我们用水吧的。,,,,,,,,,,
,351,,张海心,空,,,金汤力。,,,,,,,,,,
,352,,姜韶平,姜韶平-笑面虎,,,嗯……行，我下去一趟。,,,,,,,,,,
,353,,空,空,空,黑屏,,,,无刷屏转场,,,,,,,
,354,场景-张海心的房间,姜韶平,姜韶平-默认,张海心-无外套-默认,空,我回来了，给。,,正立绘渐入,,,,,,,,
,355,,旁白,空,,,你一只手拿着金汤力，另一只手则拿着用酒杯装着的——牛奶。,,,,,,,,,,
,356,,,,,,你把牛奶递给海心。,,,,,,,,,,
,357,,张海心,,张海心-无外套-急了,,……为什么是牛奶？,,,,,,,,,,
,358,,姜韶平,姜韶平-笑面虎,,,张海心小朋友，请问你成年了吗？,,,,,,,,,,
,359,,张海心,空,张海心-无外套-不耐烦-闭眼,,………………,,,,,,,,,,
,360,,,,张海心-无外套-急了,,……反正我又没有身份证，没人知道的。,,,,,,,,,,
,361,,姜韶平,姜韶平-笑面虎,,,那也不行。,,,,,,,,,,
,362,,,姜韶平-严肃,,,你看你，每天睡眠不足，还小小年纪就喝酒，对发育很不好。,,,,,,,,,,
,363,,,姜韶平-说教,,,趁现在每天喝牛奶抱佛脚补补还来得及。,,,,,,,,,,
,364,,,,,,未来的你会感谢我的~,,,,,,,,,,
,365,,张海心,空,张海心-无外套-啧,,啧，好烦。,,,,,,,,,,
,366,,姜韶平,姜韶平-笑面虎,,,那，干杯？,,,,,,,,,,
,367,,张海心,空,张海心-无外套-无语,,……干呗。,,,,,,,,,,
,368,,旁白,,空,CG-干杯,,,碰杯,CG渐入,,,,,,,
,369,,旁白,,,,鸡尾酒和牛奶隔着玻璃碰了一下，小小的契约诞生了。,,,,,,,,,,
,370,,,,,,嘴上这么说着，海心还是捧着酒杯，在你的监督下咕咚咕咚地喝完了牛奶。,,,,,,,,,,
,371,,张海心,,,,……嗝。,,,,,,,,,,
,372,,姜韶平,,,,哈哈，多谢款待。,,,,,,,,,,
,373,,旁白,,,,（希望这次能顺利……）,,,,,,,,,,
,374,,空,,,黑屏,,,,黑屏渐入,,,,,,,
,375,,,,,黑屏,<i>已解锁角色打工：给张海心的曲子作词</i>,END,解锁音效,音乐结束,,,,,,,
,,1,,,,,,,,,,,,,,,
